NOMBRE-PROCESO;TIPO;COMPORTAMIENTO;T_DE_LLEGADA
calc_premio-70;D;10,5,10,5;3
calc_premio-71;D;10,5,10,5;3
calc_premio-72;D;10,5,10,5;3
calc_premio-73;D;10,5,10,5;3
calc_premio-74;D;10,5,10,5;3
calc_premio-75;D;10,5,10,5;3
calc_premio-76;D;10,5,10,5;3
calc_premio-77;D;10,5,10,5;3
calc_premio-78;D;10,5,10,5;3
calc_premio-79;D;10,5,10,5;3
calc_premio-80;D;10,5,10,5;3
calc_premio-81;D;10,5,10,5;3
calc_premio-82;D;10,5,10,5;3
calc_premio-83;D;10,5,10,5;3
calc_premio-84;D;10,5,10,5;3
calc_premio-85;D;10,5,10,5;3
calc_premio-86;D;10,5,10,5;3
calc_premio-87;D;10,5,10,5;3
calc_premio-88;D;10,5,10,5;3
calc_premio-89;D;10,5,10,5;3
calc_premio-90;D;10,5,10,5;3
calc_premio-91;D;10,5,10,5;3
calc_premio-92;D;10,5,10,5;3
calc_premio-93;D;10,5,10,5;3
calc_premio-94;D;10,5,10,5;3
calc_premio-95;D;10,5,10,5;3
calc_premio-96;D;10,5,10,5;3
calc_premio-97;D;10,5,10,5;3
calc_premio-98;D;10,5,10,5;3
calc_premio-99;D;10,5,10,5;3
calc_puntaje_mensaje-123;A;3,6,3;4
calc_puntaje_mensaje-124;A;3,6,3;4
calc_puntaje_mensaje-125;A;3,6,3;4
calc_puntaje_mensaje-126;A;3,6,3;4
calc_puntaje_mensaje-127;A;3,6,3;4
calc_puntaje_mensaje-128;A;3,6,3;4
calc_puntaje_mensaje-129;A;3,6,3;4
calc_puntaje_mensaje-130;A;3,6,3;4
calc_puntaje_mensaje-131;A;3,6,3;4
calc_puntaje_mensaje-132;A;3,6,3;4
calc_puntaje_mensaje-133;A;3,6,3;4
calc_puntaje_mensaje-134;A;3,6,3;4
calc_puntaje_mensaje-135;A;3,6,3;4
calc_puntaje_mensaje-136;A;3,6,3;4
calc_puntaje_mensaje-137;A;3,6,3;4
calc_puntaje_mensaje-138;A;3,6,3;4
calc_puntaje_mensaje-139;A;3,6,3;4
calc_puntaje_mensaje-140;A;3,6,3;4
calc_puntaje_mensaje-141;A;3,6,3;4
calc_puntaje_mensaje-142;A;3,6,3;4
calc_puntaje_mensaje-143;A;3,6,3;4
calc_puntaje_mensaje-144;A;3,6,3;4
calc_puntaje_mensaje-145;A;3,6,3;4
calc_puntaje_mensaje-146;A;3,6,3;4
calc_puntaje_mensaje-147;A;3,6,3;4
calc_puntaje_mensaje-148;A;3,6,3;4
calc_puntaje_mensaje-149;A;3,6,3;4
calc_puntaje_mensaje-150;A;3,6,3;4
calc_puntaje_mensaje-151;A;3,6,3;4
calc_puntaje_mensaje-152;A;3,6,3;4
calc_puntaje_mensaje-153;A;3,6,3;4
calc_puntaje_mensaje-154;A;3,6,3;4
calc_puntaje_mensaje-155;A;3,6,3;4
calc_puntaje_mensaje-156;A;3,6,3;4
calc_puntaje_mensaje-157;A;3,6,3;4
calc_puntaje_mensaje-158;A;3,6,3;4
calc_puntaje_mensaje-159;A;3,6,3;4
calc_puntaje_mensaje-160;A;3,6,3;4
calc_puntaje_mensaje-161;A;3,6,3;4
calc_puntaje_mensaje-162;A;3,6,3;4
calc_puntaje_mensaje-163;A;3,6,3;4
calc_puntaje_mensaje-164;A;3,6,3;4
calc_puntaje_mensaje-165;A;3,6,3;4
calc_puntaje_mensaje-166;A;3,6,3;4
calc_puntaje_mensaje-167;A;3,6,3;4
calc_puntaje_mensaje-168;A;3,6,3;4
calc_puntaje_mensaje-169;A;3,6,3;4
calc_puntaje_mensaje-170;A;3,6,3;4
calc_puntaje_mensaje-171;A;3,6,3;4
calc_puntaje_mensaje-172;A;3,6,3;4
calc_puntaje_mensaje-173;A;3,6,3;4
calc_puntaje_mensaje-174;A;3,6,3;4
calc_puntaje_mensaje-175;A;3,6,3;4
calc_puntaje_mensaje-176;A;3,6,3;4
calc_puntaje_mensaje-177;A;3,6,3;4
calc_puntaje_mensaje-178;A;3,6,3;4
calc_puntaje_mensaje-179;A;3,6,3;4
calc_puntaje_mensaje-180;A;3,6,3;4
calc_puntaje_mensaje-181;A;3,6,3;4
calc_puntaje_mensaje-182;A;3,6,3;4
calc_puntaje_mensaje-183;A;3,6,3;4
calc_puntaje_mensaje-184;A;3,6,3;4
calc_puntaje_mensaje-185;A;3,6,3;4
calc_puntaje_mensaje-186;A;3,6,3;4
calc_puntaje_mensaje-187;A;3,6,3;4
calc_puntaje_mensaje-188;A;3,6,3;4
calc_puntaje_mensaje-189;A;3,6,3;4
calc_puntaje_mensaje-190;A;3,6,3;4
calc_puntaje_mensaje-191;A;3,6,3;4
calc_puntaje_mensaje-192;A;3,6,3;4
calc_puntaje_mensaje-193;A;3,6,3;4
calc_puntaje_mensaje-194;A;3,6,3;4
calc_puntaje_mensaje-195;A;3,6,3;4
calc_puntaje_mensaje-196;A;3,6,3;4
calc_puntaje_mensaje-197;A;3,6,3;4
calc_puntaje_mensaje-198;A;3,6,3;4
calc_puntaje_mensaje-199;A;3,6,3;4
calc_puntaje_mensaje-200;A;3,6,3;4
calc_puntaje_mensaje-201;A;3,6,3;4
calc_puntaje_mensaje-202;A;3,6,3;4
calc_puntaje_mensaje-203;A;3,6,3;4
calc_puntaje_mensaje-204;A;3,6,3;4
calc_puntaje_mensaje-205;A;3,6,3;4
calc_puntaje_mensaje-206;A;3,6,3;4
calc_puntaje_mensaje-207;A;3,6,3;4
calc_puntaje_mensaje-208;A;3,6,3;4
calc_puntaje_mensaje-209;A;3,6,3;4
calc_puntaje_mensaje-210;A;3,6,3;4
calc_puntaje_mensaje-211;A;3,6,3;4
calc_puntaje_mensaje-212;A;3,6,3;4
calc_puntaje_mensaje-213;A;3,6,3;4
calc_puntaje_mensaje-214;A;3,6,3;4
calc_puntaje_mensaje-215;A;3,6,3;4
calc_puntaje_mensaje-216;A;3,6,3;4
calc_puntaje_mensaje-217;A;3,6,3;4
calc_puntaje_mensaje-218;A;3,6,3;4
calc_puntaje_mensaje-219;A;3,6,3;4
calc_puntaje_mensaje-220;A;3,6,3;4
calc_puntaje_mensaje-221;A;3,6,3;4
calc_premio-100;D;10,5,10,5;5
calc_premio-101;D;10,5,10,5;5
calc_premio-102;D;10,5,10,5;5
calc_premio-103;D;10,5,10,5;5
calc_premio-104;D;10,5,10,5;5
calc_premio-105;D;10,5,10,5;5
calc_premio-106;D;10,5,10,5;5
calc_premio-107;D;10,5,10,5;5
calc_premio-108;D;10,5,10,5;5
calc_premio-109;D;10,5,10,5;5
calc_premio-110;D;10,5,10,5;5
calc_premio-111;D;10,5,10,5;5
calc_premio-112;D;10,5,10,5;5
calc_premio-113;D;10,5,10,5;5
calc_premio-114;D;10,5,10,5;5
calc_premio-115;D;10,5,10,5;5
calc_premio-116;D;10,5,10,5;5
calc_premio-117;D;10,5,10,5;5
calc_premio-118;D;10,5,10,5;5
calc_premio-119;D;10,5,10,5;5
calc_premio-120;D;10,5,10,5;5
calc_premio-121;D;10,5,10,5;5
calc_premio-122;D;10,5,10,5;5
calc_premio-123;D;10,5,10,5;5
calc_premio-124;D;10,5,10,5;5
calc_premio-125;D;10,5,10,5;5
calc_premio-126;D;10,5,10,5;5
calc_premio-127;D;10,5,10,5;5
calc_premio-128;D;10,5,10,5;5
calc_premio-129;D;10,5,10,5;5
calc_premio-130;D;10,5,10,5;5
calc_premio-131;D;10,5,10,5;5
calc_premio-132;D;10,5,10,5;5
calc_premio-133;D;10,5,10,5;5
calc_premio-134;D;10,5,10,5;5
calc_premio-135;D;10,5,10,5;5
calc_premio-136;D;10,5,10,5;5
calc_premio-137;D;10,5,10,5;5
calc_premio-138;D;10,5,10,5;5
calc_premio-139;D;10,5,10,5;5
calc_premio-140;D;10,5,10,5;5
calc_premio-141;D;10,5,10,5;5
calc_premio-142;D;10,5,10,5;5
calc_premio-143;D;10,5,10,5;5
calc_premio-144;D;10,5,10,5;5
calc_premio-145;D;10,5,10,5;5
calc_premio-146;D;10,5,10,5;5
calc_premio-147;D;10,5,10,5;5
calc_premio-148;D;10,5,10,5;5
calc_premio-149;D;10,5,10,5;5
calc_premio-150;D;10,5,10,5;5
calc_premio-151;D;10,5,10,5;5
calc_premio-152;D;10,5,10,5;5
calc_premio-153;D;10,5,10,5;5
calc_premio-154;D;10,5,10,5;5
calc_premio-155;D;10,5,10,5;5
calc_premio-156;D;10,5,10,5;5
calc_premio-157;D;10,5,10,5;5
calc_premio-158;D;10,5,10,5;5
calc_premio-159;D;10,5,10,5;5
calc_premio-160;D;10,5,10,5;5
calc_premio-161;D;10,5,10,5;5
calc_premio-162;D;10,5,10,5;5
calc_premio-163;D;10,5,10,5;5
calc_premio-164;D;10,5,10,5;5
calc_premio-165;D;10,5,10,5;5
calc_premio-166;D;10,5,10,5;5
calc_premio-167;D;10,5,10,5;5
calc_premio-168;D;10,5,10,5;5
calc_premio-169;D;10,5,10,5;5
calc_premio-170;D;10,5,10,5;5
calc_premio-171;D;10,5,10,5;5
calc_premio-172;D;10,5,10,5;5
calc_premio-173;D;10,5,10,5;5
calc_premio-174;D;10,5,10,5;5
calc_premio-175;D;10,5,10,5;5
calc_premio-176;D;10,5,10,5;5
calc_premio-177;D;10,5,10,5;5
calc_premio-178;D;10,5,10,5;5
calc_premio-179;D;10,5,10,5;5
calc_premio-180;D;10,5,10,5;5
calc_premio-181;D;10,5,10,5;5
calc_premio-182;D;10,5,10,5;5
calc_premio-183;D;10,5,10,5;5
calc_premio-184;D;10,5,10,5;5
calc_puntaje_mensaje-222;A;3,6,3;6
calc_puntaje_mensaje-223;A;3,6,3;6
calc_puntaje_mensaje-224;A;3,6,3;6
calc_puntaje_mensaje-225;A;3,6,3;6
calc_puntaje_mensaje-226;A;3,6,3;6
calc_puntaje_mensaje-227;A;3,6,3;6
calc_puntaje_mensaje-228;A;3,6,3;6
calc_puntaje_mensaje-229;A;3,6,3;6
calc_puntaje_mensaje-230;A;3,6,3;6
calc_puntaje_mensaje-231;A;3,6,3;6
calc_puntaje_mensaje-232;A;3,6,3;6
calc_puntaje_mensaje-233;A;3,6,3;6
calc_puntaje_mensaje-234;A;3,6,3;6
calc_puntaje_mensaje-235;A;3,6,3;6
calc_puntaje_mensaje-236;A;3,6,3;6
calc_puntaje_mensaje-237;A;3,6,3;6
calc_puntaje_mensaje-238;A;3,6,3;6
calc_puntaje_mensaje-239;A;3,6,3;6
calc_puntaje_mensaje-240;A;3,6,3;6
calc_puntaje_mensaje-241;A;3,6,3;6
calc_puntaje_mensaje-242;A;3,6,3;6
calc_puntaje_mensaje-243;A;3,6,3;6
calc_puntaje_mensaje-244;A;3,6,3;6
calc_puntaje_mensaje-245;A;3,6,3;6
calc_puntaje_mensaje-246;A;3,6,3;6
calc_puntaje_mensaje-247;A;3,6,3;6
calc_puntaje_mensaje-248;A;3,6,3;6
calc_puntaje_mensaje-249;A;3,6,3;6
calc_puntaje_mensaje-250;A;3,6,3;6
calc_puntaje_mensaje-251;A;3,6,3;6
calc_puntaje_mensaje-252;A;3,6,3;6
calc_puntaje_mensaje-253;A;3,6,3;6
calc_puntaje_mensaje-254;A;3,6,3;6
calc_puntaje_mensaje-255;A;3,6,3;6
calc_puntaje_mensaje-256;A;3,6,3;6
calc_puntaje_mensaje-257;A;3,6,3;6
calc_puntaje_mensaje-258;A;3,6,3;6
calc_puntaje_mensaje-259;A;3,6,3;6
calc_puntaje_mensaje-260;A;3,6,3;6
calc_puntaje_mensaje-261;A;3,6,3;6
calc_puntaje_mensaje-262;A;3,6,3;6
calc_puntaje_mensaje-263;A;3,6,3;6
calc_puntaje_mensaje-264;A;3,6,3;6
calc_puntaje_mensaje-265;A;3,6,3;6
calc_puntaje_mensaje-266;A;3,6,3;6
calc_puntaje_mensaje-267;A;3,6,3;6
calc_puntaje_mensaje-268;A;3,6,3;6
calc_puntaje_mensaje-269;A;3,6,3;6
calc_puntaje_mensaje-270;A;3,6,3;6
calc_puntaje_mensaje-271;A;3,6,3;6
calc_puntaje_mensaje-272;A;3,6,3;6
calc_puntaje_mensaje-273;A;3,6,3;6
calc_puntaje_mensaje-274;A;3,6,3;6
calc_puntaje_mensaje-275;A;3,6,3;6
calc_puntaje_mensaje-276;A;3,6,3;6
calc_puntaje_mensaje-277;A;3,6,3;6
calc_puntaje_mensaje-278;A;3,6,3;6
calc_puntaje_mensaje-279;A;3,6,3;6
calc_puntaje_mensaje-280;A;3,6,3;6
calc_puntaje_mensaje-281;A;3,6,3;6
calc_puntaje_mensaje-282;A;3,6,3;6
calc_puntaje_mensaje-283;A;3,6,3;6
calc_puntaje_mensaje-284;A;3,6,3;6
calc_puntaje_mensaje-285;A;3,6,3;6
calc_puntaje_mensaje-286;A;3,6,3;6
calc_puntaje_mensaje-287;A;3,6,3;6
calc_puntaje_mensaje-288;A;3,6,3;6
calc_puntaje_mensaje-289;A;3,6,3;6
calc_puntaje_mensaje-290;A;3,6,3;6
calc_puntaje_mensaje-291;A;3,6,3;6
calc_puntaje_mensaje-292;A;3,6,3;6
calc_puntaje_mensaje-293;A;3,6,3;6
calc_puntaje_mensaje-294;A;3,6,3;6
calc_puntaje_mensaje-295;A;3,6,3;6
calc_premio-185;D;10,5,10,5;11
calc_premio-186;D;10,5,10,5;11
calc_premio-187;D;10,5,10,5;11
calc_premio-188;D;10,5,10,5;11
calc_premio-189;D;10,5,10,5;11
calc_premio-190;D;10,5,10,5;11
calc_premio-191;D;10,5,10,5;11
calc_premio-192;D;10,5,10,5;11
calc_premio-193;D;10,5,10,5;11
calc_premio-194;D;10,5,10,5;11
calc_premio-195;D;10,5,10,5;11
calc_premio-196;D;10,5,10,5;11
calc_premio-197;D;10,5,10,5;11
calc_premio-198;D;10,5,10,5;11
calc_premio-199;D;10,5,10,5;11
calc_premio-200;D;10,5,10,5;11
calc_premio-201;D;10,5,10,5;11
calc_premio-202;D;10,5,10,5;11
calc_premio-203;D;10,5,10,5;11
calc_premio-204;D;10,5,10,5;11
calc_premio-205;D;10,5,10,5;11
calc_premio-206;D;10,5,10,5;11
calc_premio-207;D;10,5,10,5;11
calc_premio-208;D;10,5,10,5;11
calc_premio-209;D;10,5,10,5;11
calc_premio-210;D;10,5,10,5;11
calc_premio-211;D;10,5,10,5;11
calc_premio-212;D;10,5,10,5;11
calc_premio-213;D;10,5,10,5;11
calc_premio-214;D;10,5,10,5;11
calc_premio-215;D;10,5,10,5;11
calc_premio-216;D;10,5,10,5;11
calc_premio-217;D;10,5,10,5;11
calc_premio-218;D;10,5,10,5;11
calc_premio-219;D;10,5,10,5;11
calc_premio-220;D;10,5,10,5;11
calc_premio-221;D;10,5,10,5;11
calc_premio-222;D;10,5,10,5;11
calc_premio-223;D;10,5,10,5;11
calc_premio-224;D;10,5,10,5;11
calc_premio-225;D;10,5,10,5;11
calc_premio-226;D;10,5,10,5;11
calc_premio-227;D;10,5,10,5;11
calc_premio-228;D;10,5,10,5;11
calc_premio-229;D;10,5,10,5;11
calc_premio-230;D;10,5,10,5;11
calc_premio-231;D;10,5,10,5;11
calc_premio-232;D;10,5,10,5;11
calc_premio-233;D;10,5,10,5;11
calc_premio-234;D;10,5,10,5;11
calc_premio-235;D;10,5,10,5;11
calc_premio-236;D;10,5,10,5;11
calc_premio-237;D;10,5,10,5;11
calc_premio-238;D;10,5,10,5;11
calc_premio-239;D;10,5,10,5;11
calc_premio-240;D;10,5,10,5;11
calc_premio-241;D;10,5,10,5;11
calc_premio-242;D;10,5,10,5;11
calc_premio-243;D;10,5,10,5;11
calc_premio-244;D;10,5,10,5;11
calc_premio-245;D;10,5,10,5;11
calc_premio-246;D;10,5,10,5;11
calc_premio-247;D;10,5,10,5;11
calc_premio-248;D;10,5,10,5;11
calc_premio-249;D;10,5,10,5;11
calc_premio-250;D;10,5,10,5;11
calc_premio-251;D;10,5,10,5;11
calc_premio-252;D;10,5,10,5;11
calc_premio-253;D;10,5,10,5;11
calc_premio-254;D;10,5,10,5;11
calc_premio-255;D;10,5,10,5;11
calc_premio-256;D;10,5,10,5;11
calc_premio-257;D;10,5,10,5;11
calc_premio-258;D;10,5,10,5;11
calc_premio-259;D;10,5,10,5;11
calc_premio-260;D;10,5,10,5;11
calc_premio-261;D;10,5,10,5;11
calc_premio-262;D;10,5,10,5;11
calc_premio-263;D;10,5,10,5;11
calc_premio-264;D;10,5,10,5;11
calc_premio-265;D;10,5,10,5;11
calc_premio-266;D;10,5,10,5;11
calc_premio-267;D;10,5,10,5;11
calc_premio-268;D;10,5,10,5;11
calc_premio-269;D;10,5,10,5;11
calc_premio-270;D;10,5,10,5;11
calc_premio-271;D;10,5,10,5;11
calc_premio-272;D;10,5,10,5;11
calc_premio-273;D;10,5,10,5;11
calc_premio-274;D;10,5,10,5;11
calc_premio-275;D;10,5,10,5;11
calc_premio-276;D;10,5,10,5;11
calc_premio-277;D;10,5,10,5;11
calc_premio-278;D;10,5,10,5;11
calc_premio-279;D;10,5,10,5;11
calc_premio-280;D;10,5,10,5;11
calc_premio-281;D;10,5,10,5;11
calc_premio-282;D;10,5,10,5;11
calc_premio-283;D;10,5,10,5;11
calc_premio-284;D;10,5,10,5;11
calc_premio-285;D;10,5,10,5;11
calc_premio-286;D;10,5,10,5;11
calc_premio-287;D;10,5,10,5;11
calc_premio-288;D;10,5,10,5;11
calc_premio-289;D;10,5,10,5;11
calc_premio-290;D;10,5,10,5;11
calc_premio-291;D;10,5,10,5;11
calc_premio-292;D;10,5,10,5;11
calc_premio-293;D;10,5,10,5;11
calc_premio-294;D;10,5,10,5;11
calc_premio-295;D;10,5,10,5;11
calc_premio-296;D;10,5,10,5;11
calc_premio-297;D;10,5,10,5;11
calc_premio-298;D;10,5,10,5;11
calc_premio-299;D;10,5,10,5;11
calc_premio-300;D;10,5,10,5;11
calc_premio-301;D;10,5,10,5;11
calc_premio-302;D;10,5,10,5;11
calc_premio-303;D;10,5,10,5;11
calc_premio-304;D;10,5,10,5;11
calc_premio-305;D;10,5,10,5;11
calc_premio-306;D;10,5,10,5;11
calc_premio-307;D;10,5,10,5;11
calc_premio-308;D;10,5,10,5;11
calc_premio-309;D;10,5,10,5;11
calc_premio-310;D;10,5,10,5;11
calc_premio-311;D;10,5,10,5;11
calc_premio-312;D;10,5,10,5;11
calc_premio-313;D;10,5,10,5;11
calc_premio-314;D;10,5,10,5;11
calc_premio-315;D;10,5,10,5;11
calc_premio-316;D;10,5,10,5;11
calc_premio-317;D;10,5,10,5;11
calc_premio-318;D;10,5,10,5;11
calc_premio-319;D;10,5,10,5;11
calc_premio-320;D;10,5,10,5;11
calc_premio-321;D;10,5,10,5;11
calc_premio-322;D;10,5,10,5;11
calc_premio-323;D;10,5,10,5;11
calc_premio-324;D;10,5,10,5;11
calc_premio-325;D;10,5,10,5;11
calc_premio-326;D;10,5,10,5;11
calc_premio-327;D;10,5,10,5;11
