NOMBRE-PROCESO;TIPO;COMPORTAMIENTO;T_DE_LLEGADA
calc_premio-55;D;10,5,10,5;0
calc_premio-56;D;10,5,10,5;0
calc_premio-57;D;10,5,10,5;0
calc_premio-58;D;10,5,10,5;0
calc_premio-59;D;10,5,10,5;0
calc_premio-60;D;10,5,10,5;0
calc_premio-61;D;10,5,10,5;0
calc_premio-62;D;10,5,10,5;0
calc_premio-63;D;10,5,10,5;0
calc_premio-64;D;10,5,10,5;0
calc_premio-65;D;10,5,10,5;0
calc_premio-66;D;10,5,10,5;0
calc_premio-67;D;10,5,10,5;0
calc_premio-68;D;10,5,10,5;0
calc_premio-69;D;10,5,10,5;0
calc_premio-70;D;10,5,10,5;0
calc_premio-71;D;10,5,10,5;0
calc_premio-72;D;10,5,10,5;0
calc_premio-73;D;10,5,10,5;0
calc_premio-74;D;10,5,10,5;0
calc_premio-75;D;10,5,10,5;0
calc_premio-76;D;10,5,10,5;0
calc_premio-77;D;10,5,10,5;0
calc_premio-78;D;10,5,10,5;0
calc_premio-79;D;10,5,10,5;0
calc_premio-80;D;10,5,10,5;0
calc_premio-81;D;10,5,10,5;0
calc_premio-82;D;10,5,10,5;0
calc_premio-83;D;10,5,10,5;0
calc_premio-84;D;10,5,10,5;0
calc_premio-85;D;10,5,10,5;0
calc_premio-86;D;10,5,10,5;0
calc_premio-87;D;10,5,10,5;0
calc_premio-88;D;10,5,10,5;0
calc_premio-89;D;10,5,10,5;0
calc_premio-90;D;10,5,10,5;0
calc_premio-91;D;10,5,10,5;0
calc_premio-92;D;10,5,10,5;2
calc_premio-93;D;10,5,10,5;2
calc_premio-94;D;10,5,10,5;2
calc_premio-95;D;10,5,10,5;2
calc_premio-96;D;10,5,10,5;2
calc_premio-97;D;10,5,10,5;2
calc_premio-98;D;10,5,10,5;2
calc_premio-99;D;10,5,10,5;2
calc_premio-100;D;10,5,10,5;2
calc_premio-101;D;10,5,10,5;2
calc_premio-102;D;10,5,10,5;2
calc_premio-103;D;10,5,10,5;2
calc_premio-104;D;10,5,10,5;2
calc_premio-105;D;10,5,10,5;2
calc_premio-106;D;10,5,10,5;2
calc_premio-107;D;10,5,10,5;2
calc_premio-108;D;10,5,10,5;2
calc_premio-109;D;10,5,10,5;2
calc_premio-110;D;10,5,10,5;2
calc_premio-111;D;10,5,10,5;2
calc_premio-112;D;10,5,10,5;2
calc_premio-113;D;10,5,10,5;2
calc_premio-114;D;10,5,10,5;2
calc_premio-115;D;10,5,10,5;2
calc_premio-116;D;10,5,10,5;2
calc_premio-117;D;10,5,10,5;2
calc_premio-118;D;10,5,10,5;2
calc_premio-119;D;10,5,10,5;2
calc_premio-120;D;10,5,10,5;2
calc_premio-121;D;10,5,10,5;2
calc_premio-122;D;10,5,10,5;2
calc_premio-123;D;10,5,10,5;2
calc_premio-124;D;10,5,10,5;2
calc_premio-125;D;10,5,10,5;2
calc_premio-126;D;10,5,10,5;2
calc_premio-127;D;10,5,10,5;2
calc_premio-128;D;10,5,10,5;2
calc_premio-129;D;10,5,10,5;2
calc_premio-130;D;10,5,10,5;2
calc_premio-131;D;10,5,10,5;2
calc_premio-132;D;10,5,10,5;2
calc_premio-133;D;10,5,10,5;2
calc_premio-134;D;10,5,10,5;2
calc_premio-135;D;10,5,10,5;2
calc_premio-136;D;10,5,10,5;2
calc_premio-137;D;10,5,10,5;2
calc_premio-138;D;10,5,10,5;2
calc_premio-139;D;10,5,10,5;2
calc_premio-140;D;10,5,10,5;2
calc_premio-141;D;10,5,10,5;2
calc_premio-142;D;10,5,10,5;2
calc_premio-143;D;10,5,10,5;2
calc_premio-144;D;10,5,10,5;2
calc_premio-145;D;10,5,10,5;2
calc_premio-146;D;10,5,10,5;2
calc_premio-147;D;10,5,10,5;2
calc_premio-148;D;10,5,10,5;2
calc_premio-149;D;10,5,10,5;2
calc_premio-150;D;10,5,10,5;2
calc_premio-151;D;10,5,10,5;2
calc_premio-152;D;10,5,10,5;2
calc_premio-153;D;10,5,10,5;2
calc_premio-154;D;10,5,10,5;2
calc_premio-155;D;10,5,10,5;2
calc_premio-156;D;10,5,10,5;2
calc_premio-157;D;10,5,10,5;2
calc_premio-158;D;10,5,10,5;2
calc_premio-159;D;10,5,10,5;2
calc_premio-160;D;10,5,10,5;2
calc_premio-161;D;10,5,10,5;2
calc_premio-162;D;10,5,10,5;2
calc_premio-163;D;10,5,10,5;2
calc_premio-164;D;10,5,10,5;2
calc_premio-165;D;10,5,10,5;2
calc_premio-166;D;10,5,10,5;2
calc_premio-167;D;10,5,10,5;2
calc_premio-168;D;10,5,10,5;2
calc_premio-169;D;10,5,10,5;2
calc_premio-170;D;10,5,10,5;2
calc_premio-171;D;10,5,10,5;2
calc_premio-172;D;10,5,10,5;2
calc_premio-173;D;10,5,10,5;2
calc_premio-174;D;10,5,10,5;2
calc_premio-175;D;10,5,10,5;2
calc_premio-176;D;10,5,10,5;2
calc_premio-177;D;10,5,10,5;2
calc_premio-178;D;10,5,10,5;2
calc_premio-179;D;10,5,10,5;2
calc_premio-180;D;10,5,10,5;2
calc_premio-181;D;10,5,10,5;2
calc_premio-182;D;10,5,10,5;2
calc_premio-183;D;10,5,10,5;2
calc_premio-184;D;10,5,10,5;2
calc_premio-185;D;10,5,10,5;2
calc_premio-186;D;10,5,10,5;2
calc_premio-187;D;10,5,10,5;2
calc_premio-188;D;10,5,10,5;2
calc_premio-189;D;10,5,10,5;2
calc_premio-190;D;10,5,10,5;2
calc_premio-191;D;10,5,10,5;2
calc_premio-192;D;10,5,10,5;2
calc_premio-193;D;10,5,10,5;2
calc_premio-194;D;10,5,10,5;2
calc_premio-195;D;10,5,10,5;2
calc_premio-196;D;10,5,10,5;2
calc_premio-197;D;10,5,10,5;2
calc_premio-198;D;10,5,10,5;2
calc_premio-199;D;10,5,10,5;2
calc_premio-200;D;10,5,10,5;2
calc_premio-201;D;10,5,10,5;2
calc_premio-202;D;10,5,10,5;2
calc_premio-203;D;10,5,10,5;2
calc_premio-204;D;10,5,10,5;2
calc_premio-205;D;10,5,10,5;2
calc_premio-206;D;10,5,10,5;2
calc_premio-207;D;10,5,10,5;2
calc_premio-208;D;10,5,10,5;2
calc_premio-209;D;10,5,10,5;2
calc_premio-210;D;10,5,10,5;2
calc_premio-211;D;10,5,10,5;2
calc_premio-212;D;10,5,10,5;2
calc_premio-213;D;10,5,10,5;2
calc_premio-214;D;10,5,10,5;2
calc_premio-215;D;10,5,10,5;2
calc_premio-216;D;10,5,10,5;2
calc_premio-217;D;10,5,10,5;2
calc_premio-218;D;10,5,10,5;2
calc_premio-219;D;10,5,10,5;2
calc_premio-220;D;10,5,10,5;2
calc_premio-221;D;10,5,10,5;2
calc_premio-222;D;10,5,10,5;2
calc_premio-223;D;10,5,10,5;2
calc_premio-224;D;10,5,10,5;2
calc_premio-225;D;10,5,10,5;2
calc_premio-226;D;10,5,10,5;2
calc_premio-227;D;10,5,10,5;2
calc_premio-228;D;10,5,10,5;2
calc_premio-229;D;10,5,10,5;2
calc_premio-230;D;10,5,10,5;2
calc_premio-231;D;10,5,10,5;2
calc_premio-232;D;10,5,10,5;2
calc_premio-233;D;10,5,10,5;2
calc_premio-234;D;10,5,10,5;2
calc_premio-235;D;10,5,10,5;2
calc_premio-236;D;10,5,10,5;2
calc_premio-237;D;10,5,10,5;2
calc_premio-238;D;10,5,10,5;2
calc_premio-239;D;10,5,10,5;2
calc_premio-240;D;10,5,10,5;2
calc_premio-241;D;10,5,10,5;2
calc_premio-242;D;10,5,10,5;2
calc_premio-243;D;10,5,10,5;2
calc_premio-244;D;10,5,10,5;2
calc_premio-245;D;10,5,10,5;2
calc_premio-246;D;10,5,10,5;2
calc_premio-247;D;10,5,10,5;2
calc_premio-248;D;10,5,10,5;2
calc_premio-249;D;10,5,10,5;2
calc_premio-250;D;10,5,10,5;2
calc_premio-251;D;10,5,10,5;2
calc_premio-252;D;10,5,10,5;2
calc_premio-253;D;10,5,10,5;2
calc_premio-254;D;10,5,10,5;2
calc_premio-255;D;10,5,10,5;2
calc_premio-256;D;10,5,10,5;2
calc_premio-257;D;10,5,10,5;2
calc_premio-258;D;10,5,10,5;2
calc_premio-259;D;10,5,10,5;2
calc_premio-260;D;10,5,10,5;2
calc_premio-261;D;10,5,10,5;2
calc_premio-262;D;10,5,10,5;2
calc_premio-263;D;10,5,10,5;2
calc_premio-264;D;10,5,10,5;2
calc_premio-265;D;10,5,10,5;2
calc_premio-266;D;10,5,10,5;2
calc_premio-267;D;10,5,10,5;2
calc_premio-268;D;10,5,10,5;2
calc_premio-269;D;10,5,10,5;2
calc_premio-270;D;10,5,10,5;2
calc_premio-271;D;10,5,10,5;2
calc_premio-272;D;10,5,10,5;2
calc_premio-273;D;10,5,10,5;2
calc_premio-274;D;10,5,10,5;2
calc_premio-275;D;10,5,10,5;2
calc_premio-276;D;10,5,10,5;2
calc_premio-277;D;10,5,10,5;2
calc_premio-278;D;10,5,10,5;2
calc_premio-279;D;10,5,10,5;2
calc_premio-280;D;10,5,10,5;2
calc_premio-281;D;10,5,10,5;2
calc_premio-282;D;10,5,10,5;2
calc_premio-283;D;10,5,10,5;2
calc_premio-284;D;10,5,10,5;2
calc_premio-285;D;10,5,10,5;2
calc_premio-286;D;10,5,10,5;2
calc_premio-287;D;10,5,10,5;2
calc_premio-288;D;10,5,10,5;2
calc_premio-289;D;10,5,10,5;2
calc_premio-290;D;10,5,10,5;2
calc_premio-291;D;10,5,10,5;2
calc_premio-292;D;10,5,10,5;2
calc_premio-293;D;10,5,10,5;2
calc_premio-294;D;10,5,10,5;2
calc_premio-295;D;10,5,10,5;2
calc_premio-296;D;10,5,10,5;2
calc_premio-297;D;10,5,10,5;2
calc_premio-298;D;10,5,10,5;2
calc_premio-299;D;10,5,10,5;2
calc_premio-300;D;10,5,10,5;2
calc_premio-301;D;10,5,10,5;2
calc_premio-302;D;10,5,10,5;2
calc_premio-303;D;10,5,10,5;2
calc_premio-304;D;10,5,10,5;2
calc_premio-305;D;10,5,10,5;2
calc_premio-306;D;10,5,10,5;2
calc_premio-307;D;10,5,10,5;2
calc_premio-308;D;10,5,10,5;2
calc_premio-309;D;10,5,10,5;2
calc_premio-310;D;10,5,10,5;2
calc_premio-311;D;10,5,10,5;2
calc_premio-312;D;10,5,10,5;2
calc_premio-313;D;10,5,10,5;2
calc_premio-314;D;10,5,10,5;2
calc_premio-315;D;10,5,10,5;2
calc_premio-316;D;10,5,10,5;2
calc_premio-317;D;10,5,10,5;2
calc_premio-318;D;10,5,10,5;2
calc_premio-319;D;10,5,10,5;2
calc_premio-320;D;10,5,10,5;2
calc_premio-321;D;10,5,10,5;2
calc_premio-322;D;10,5,10,5;2
calc_premio-323;D;10,5,10,5;2
calc_premio-324;D;10,5,10,5;2
calc_premio-325;D;10,5,10,5;2
calc_premio-326;D;10,5,10,5;2
calc_premio-327;D;10,5,10,5;2
calc_premio-328;D;10,5,10,5;2
calc_premio-329;D;10,5,10,5;2
calc_premio-330;D;10,5,10,5;2
calc_premio-331;D;10,5,10,5;2
calc_premio-332;D;10,5,10,5;2
calc_premio-333;D;10,5,10,5;2
calc_premio-334;D;10,5,10,5;2
calc_premio-335;D;10,5,10,5;2
calc_premio-336;D;10,5,10,5;2
calc_premio-337;D;10,5,10,5;2
calc_premio-338;D;10,5,10,5;2
calc_premio-339;D;10,5,10,5;2
calc_premio-340;D;10,5,10,5;2
calc_premio-341;D;10,5,10,5;2
calc_premio-342;D;10,5,10,5;2
calc_premio-343;D;10,5,10,5;2
calc_premio-344;D;10,5,10,5;2
calc_premio-345;D;10,5,10,5;2
calc_premio-346;D;10,5,10,5;2
calc_premio-347;D;10,5,10,5;2
calc_premio-348;D;10,5,10,5;2
calc_premio-349;D;10,5,10,5;2
calc_premio-350;D;10,5,10,5;2
calc_premio-351;D;10,5,10,5;2
calc_premio-352;D;10,5,10,5;2
calc_premio-353;D;10,5,10,5;2
calc_premio-354;D;10,5,10,5;2
calc_premio-355;D;10,5,10,5;2
calc_premio-356;D;10,5,10,5;2
calc_premio-357;D;10,5,10,5;2
calc_premio-358;D;10,5,10,5;2
calc_premio-359;D;10,5,10,5;2
calc_premio-360;D;10,5,10,5;2
calc_premio-361;D;10,5,10,5;2
calc_premio-362;D;10,5,10,5;2
calc_premio-363;D;10,5,10,5;2
calc_premio-364;D;10,5,10,5;2
calc_premio-365;D;10,5,10,5;2
calc_premio-366;D;10,5,10,5;2
calc_premio-367;D;10,5,10,5;2
calc_premio-368;D;10,5,10,5;2
calc_premio-369;D;10,5,10,5;2
calc_premio-370;D;10,5,10,5;2
calc_premio-371;D;10,5,10,5;2
calc_premio-372;D;10,5,10,5;2
calc_premio-373;D;10,5,10,5;2
calc_premio-374;D;10,5,10,5;2
calc_premio-375;D;10,5,10,5;2
calc_premio-376;D;10,5,10,5;2
calc_premio-377;D;10,5,10,5;2
calc_premio-378;D;10,5,10,5;2
calc_premio-379;D;10,5,10,5;2
calc_premio-380;D;10,5,10,5;2
calc_premio-381;D;10,5,10,5;2
calc_premio-382;D;10,5,10,5;2
calc_premio-383;D;10,5,10,5;2
calc_premio-384;D;10,5,10,5;2
calc_premio-385;D;10,5,10,5;2
calc_premio-386;D;10,5,10,5;2
calc_premio-387;D;10,5,10,5;2
calc_premio-388;D;10,5,10,5;2
calc_premio-389;D;10,5,10,5;2
calc_premio-390;D;10,5,10,5;2
calc_premio-391;D;10,5,10,5;2
calc_premio-392;D;10,5,10,5;2
calc_premio-393;D;10,5,10,5;2
calc_premio-394;D;10,5,10,5;2
calc_premio-395;D;10,5,10,5;2
calc_premio-396;D;10,5,10,5;2
calc_premio-397;D;10,5,10,5;2
calc_premio-398;D;10,5,10,5;2
calc_premio-399;D;10,5,10,5;2
calc_premio-400;D;10,5,10,5;2
firmar_mensaje-1;B;6,1,2;3
firmar_mensaje-2;B;6,1,2;3
firmar_mensaje-3;B;6,1,2;3
firmar_mensaje-4;B;6,1,2;3
firmar_mensaje-5;B;6,1,2;3
firmar_mensaje-6;B;6,1,2;3
firmar_mensaje-7;B;6,1,2;3
firmar_mensaje-8;B;6,1,2;3
firmar_mensaje-9;B;6,1,2;3
firmar_mensaje-10;B;6,1,2;3
firmar_mensaje-11;B;6,1,2;3
firmar_mensaje-12;B;6,1,2;3
firmar_mensaje-13;B;6,1,2;3
firmar_mensaje-14;B;6,1,2;3
firmar_mensaje-15;B;6,1,2;3
firmar_mensaje-16;B;6,1,2;3
firmar_mensaje-17;B;6,1,2;3
firmar_mensaje-18;B;6,1,2;3
firmar_mensaje-19;B;6,1,2;3
firmar_mensaje-20;B;6,1,2;3
firmar_mensaje-21;B;6,1,2;3
firmar_mensaje-22;B;6,1,2;3
firmar_mensaje-23;B;6,1,2;3
firmar_mensaje-24;B;6,1,2;3
firmar_mensaje-25;B;6,1,2;3
firmar_mensaje-26;B;6,1,2;3
firmar_mensaje-27;B;6,1,2;3
firmar_mensaje-28;B;6,1,2;3
firmar_mensaje-29;B;6,1,2;3
firmar_mensaje-30;B;6,1,2;3
firmar_mensaje-31;B;6,1,2;3
firmar_mensaje-32;B;6,1,2;3
firmar_mensaje-33;B;6,1,2;3
firmar_mensaje-34;B;6,1,2;3
firmar_mensaje-35;B;6,1,2;3
firmar_mensaje-36;B;6,1,2;3
firmar_mensaje-37;B;6,1,2;3
firmar_mensaje-38;B;6,1,2;3
firmar_mensaje-39;B;6,1,2;3
firmar_mensaje-40;B;6,1,2;3
firmar_mensaje-41;B;6,1,2;3
firmar_mensaje-42;B;6,1,2;3
firmar_mensaje-43;B;6,1,2;3
firmar_mensaje-44;B;6,1,2;3
firmar_mensaje-45;B;6,1,2;3
firmar_mensaje-46;B;6,1,2;3
firmar_mensaje-47;B;6,1,2;3
firmar_mensaje-48;B;6,1,2;3
firmar_mensaje-49;B;6,1,2;3
firmar_mensaje-50;B;6,1,2;3
firmar_mensaje-51;B;6,1,2;3
firmar_mensaje-52;B;6,1,2;3
firmar_mensaje-53;B;6,1,2;3
firmar_mensaje-54;B;6,1,2;3
firmar_mensaje-55;B;6,1,2;3
firmar_mensaje-56;B;6,1,2;3
firmar_mensaje-57;B;6,1,2;3
firmar_mensaje-58;B;6,1,2;3
firmar_mensaje-59;B;6,1,2;3
firmar_mensaje-60;B;6,1,2;3
firmar_mensaje-61;B;6,1,2;3
firmar_mensaje-62;B;6,1,2;3
firmar_mensaje-63;B;6,1,2;3
firmar_mensaje-64;B;6,1,2;3
firmar_mensaje-65;B;6,1,2;3
firmar_mensaje-66;B;6,1,2;3
firmar_mensaje-67;B;6,1,2;3
firmar_mensaje-68;B;6,1,2;3
firmar_mensaje-69;B;6,1,2;3
firmar_mensaje-70;B;6,1,2;3
firmar_mensaje-71;B;6,1,2;3
firmar_mensaje-72;B;6,1,2;3
firmar_mensaje-73;B;6,1,2;3
firmar_mensaje-74;B;6,1,2;3
firmar_mensaje-75;B;6,1,2;3
firmar_mensaje-76;B;6,1,2;3
firmar_mensaje-77;B;6,1,2;3
firmar_mensaje-78;B;6,1,2;3
firmar_mensaje-79;B;6,1,2;3
firmar_mensaje-80;B;6,1,2;3
firmar_mensaje-81;B;6,1,2;3
firmar_mensaje-82;B;6,1,2;3
firmar_mensaje-83;B;6,1,2;3
firmar_mensaje-84;B;6,1,2;3
firmar_mensaje-85;B;6,1,2;3
firmar_mensaje-86;B;6,1,2;3
firmar_mensaje-87;B;6,1,2;3
firmar_mensaje-88;B;6,1,2;3
firmar_mensaje-89;B;6,1,2;3
firmar_mensaje-90;B;6,1,2;3
firmar_mensaje-91;B;6,1,2;3
calc_nivel_confianza-1;C;5,2,5;3
calc_nivel_confianza-2;C;5,2,5;3
calc_nivel_confianza-3;C;5,2,5;3
calc_nivel_confianza-4;C;5,2,5;3
calc_nivel_confianza-5;C;5,2,5;3
calc_nivel_confianza-6;C;5,2,5;3
calc_nivel_confianza-7;C;5,2,5;3
calc_nivel_confianza-8;C;5,2,5;3
calc_nivel_confianza-9;C;5,2,5;3
calc_nivel_confianza-10;C;5,2,5;4
calc_nivel_confianza-11;C;5,2,5;4
calc_nivel_confianza-12;C;5,2,5;4
calc_nivel_confianza-13;C;5,2,5;4
calc_nivel_confianza-14;C;5,2,5;4
calc_nivel_confianza-15;C;5,2,5;4
calc_nivel_confianza-16;C;5,2,5;4
calc_nivel_confianza-17;C;5,2,5;4
calc_nivel_confianza-18;C;5,2,5;4
calc_nivel_confianza-19;C;5,2,5;4
calc_nivel_confianza-20;C;5,2,5;4
calc_nivel_confianza-21;C;5,2,5;4
calc_nivel_confianza-22;C;5,2,5;4
calc_nivel_confianza-23;C;5,2,5;4
calc_nivel_confianza-24;C;5,2,5;4
calc_nivel_confianza-25;C;5,2,5;4
calc_nivel_confianza-26;C;5,2,5;4
calc_nivel_confianza-27;C;5,2,5;4
calc_nivel_confianza-28;C;5,2,5;4
calc_nivel_confianza-29;C;5,2,5;4
calc_nivel_confianza-30;C;5,2,5;4
calc_nivel_confianza-31;C;5,2,5;4
calc_nivel_confianza-32;C;5,2,5;4
calc_nivel_confianza-33;C;5,2,5;4
calc_nivel_confianza-34;C;5,2,5;4
calc_nivel_confianza-35;C;5,2,5;4
calc_nivel_confianza-36;C;5,2,5;4
calc_nivel_confianza-37;C;5,2,5;4
calc_nivel_confianza-38;C;5,2,5;4
calc_nivel_confianza-39;C;5,2,5;4
calc_nivel_confianza-40;C;5,2,5;4
calc_nivel_confianza-41;C;5,2,5;4
calc_nivel_confianza-42;C;5,2,5;4
calc_nivel_confianza-43;C;5,2,5;4
calc_nivel_confianza-44;C;5,2,5;4
calc_nivel_confianza-45;C;5,2,5;4
calc_nivel_confianza-46;C;5,2,5;4
calc_nivel_confianza-47;C;5,2,5;4
calc_nivel_confianza-48;C;5,2,5;4
calc_nivel_confianza-49;C;5,2,5;4
calc_nivel_confianza-50;C;5,2,5;4
calc_nivel_confianza-51;C;5,2,5;4
calc_nivel_confianza-52;C;5,2,5;4
calc_nivel_confianza-53;C;5,2,5;4
calc_nivel_confianza-54;C;5,2,5;4
calc_nivel_confianza-55;C;5,2,5;4
calc_nivel_confianza-56;C;5,2,5;4
calc_nivel_confianza-57;C;5,2,5;4
calc_nivel_confianza-58;C;5,2,5;4
calc_nivel_confianza-59;C;5,2,5;4
calc_nivel_confianza-60;C;5,2,5;4
calc_nivel_confianza-61;C;5,2,5;4
calc_nivel_confianza-62;C;5,2,5;4
calc_nivel_confianza-63;C;5,2,5;4
calc_nivel_confianza-64;C;5,2,5;4
calc_nivel_confianza-65;C;5,2,5;4
calc_nivel_confianza-66;C;5,2,5;4
calc_nivel_confianza-67;C;5,2,5;4
calc_nivel_confianza-68;C;5,2,5;4
calc_nivel_confianza-69;C;5,2,5;4
calc_nivel_confianza-70;C;5,2,5;4
calc_nivel_confianza-71;C;5,2,5;4
calc_nivel_confianza-72;C;5,2,5;4
calc_nivel_confianza-73;C;5,2,5;4
calc_nivel_confianza-74;C;5,2,5;4
calc_nivel_confianza-75;C;5,2,5;4
calc_nivel_confianza-76;C;5,2,5;4
calc_nivel_confianza-77;C;5,2,5;4
calc_nivel_confianza-78;C;5,2,5;4
calc_nivel_confianza-79;C;5,2,5;4
calc_nivel_confianza-80;C;5,2,5;4
calc_nivel_confianza-81;C;5,2,5;4
calc_nivel_confianza-82;C;5,2,5;4
calc_nivel_confianza-83;C;5,2,5;4
calc_nivel_confianza-84;C;5,2,5;4
calc_nivel_confianza-85;C;5,2,5;4
calc_nivel_confianza-86;C;5,2,5;4
calc_nivel_confianza-87;C;5,2,5;4
calc_nivel_confianza-88;C;5,2,5;4
calc_nivel_confianza-89;C;5,2,5;4
calc_nivel_confianza-90;C;5,2,5;4
calc_nivel_confianza-91;C;5,2,5;4
calc_nivel_confianza-92;C;5,2,5;4
calc_nivel_confianza-93;C;5,2,5;4
calc_nivel_confianza-94;C;5,2,5;4
calc_nivel_confianza-95;C;5,2,5;4
calc_nivel_confianza-96;C;5,2,5;4
calc_nivel_confianza-97;C;5,2,5;4
calc_nivel_confianza-98;C;5,2,5;4
calc_nivel_confianza-99;C;5,2,5;4
calc_nivel_confianza-100;C;5,2,5;4
calc_nivel_confianza-610;C;5,2,5;4
calc_nivel_confianza-611;C;5,2,5;4
calc_nivel_confianza-612;C;5,2,5;4
calc_nivel_confianza-613;C;5,2,5;4
calc_nivel_confianza-614;C;5,2,5;4
calc_nivel_confianza-615;C;5,2,5;4
calc_nivel_confianza-616;C;5,2,5;4
calc_nivel_confianza-617;C;5,2,5;4
calc_nivel_confianza-618;C;5,2,5;4
calc_nivel_confianza-619;C;5,2,5;4
calc_nivel_confianza-620;C;5,2,5;4
calc_nivel_confianza-621;C;5,2,5;4
calc_nivel_confianza-622;C;5,2,5;4
calc_nivel_confianza-623;C;5,2,5;4
calc_nivel_confianza-624;C;5,2,5;4
calc_nivel_confianza-625;C;5,2,5;4
calc_nivel_confianza-626;C;5,2,5;4
calc_nivel_confianza-627;C;5,2,5;4
calc_nivel_confianza-628;C;5,2,5;4
calc_nivel_confianza-629;C;5,2,5;4
calc_nivel_confianza-630;C;5,2,5;4
calc_nivel_confianza-631;C;5,2,5;4
calc_nivel_confianza-632;C;5,2,5;4
calc_nivel_confianza-633;C;5,2,5;4
calc_nivel_confianza-634;C;5,2,5;4
calc_nivel_confianza-635;C;5,2,5;4
calc_nivel_confianza-636;C;5,2,5;4
calc_nivel_confianza-637;C;5,2,5;4
calc_nivel_confianza-638;C;5,2,5;4
calc_nivel_confianza-639;C;5,2,5;4
calc_nivel_confianza-640;C;5,2,5;4
calc_nivel_confianza-641;C;5,2,5;4
calc_nivel_confianza-642;C;5,2,5;4
calc_nivel_confianza-643;C;5,2,5;4
calc_nivel_confianza-644;C;5,2,5;4
calc_nivel_confianza-645;C;5,2,5;4
calc_nivel_confianza-646;C;5,2,5;4
calc_nivel_confianza-647;C;5,2,5;4
calc_nivel_confianza-648;C;5,2,5;4
calc_nivel_confianza-649;C;5,2,5;4
calc_nivel_confianza-650;C;5,2,5;4
calc_nivel_confianza-651;C;5,2,5;4
calc_nivel_confianza-652;C;5,2,5;4
calc_nivel_confianza-653;C;5,2,5;4
calc_nivel_confianza-654;C;5,2,5;4
calc_nivel_confianza-655;C;5,2,5;4
calc_nivel_confianza-656;C;5,2,5;4
calc_nivel_confianza-657;C;5,2,5;4
calc_nivel_confianza-658;C;5,2,5;4
calc_nivel_confianza-659;C;5,2,5;4
calc_nivel_confianza-660;C;5,2,5;4
calc_nivel_confianza-661;C;5,2,5;4
calc_nivel_confianza-662;C;5,2,5;4
calc_nivel_confianza-663;C;5,2,5;4
calc_nivel_confianza-664;C;5,2,5;4
calc_nivel_confianza-665;C;5,2,5;4
calc_nivel_confianza-666;C;5,2,5;4
calc_nivel_confianza-667;C;5,2,5;4
calc_nivel_confianza-668;C;5,2,5;4
calc_nivel_confianza-669;C;5,2,5;4
calc_nivel_confianza-670;C;5,2,5;4
calc_nivel_confianza-671;C;5,2,5;4
calc_nivel_confianza-672;C;5,2,5;4
calc_nivel_confianza-673;C;5,2,5;4
calc_nivel_confianza-674;C;5,2,5;4
calc_nivel_confianza-675;C;5,2,5;4
calc_nivel_confianza-676;C;5,2,5;4
calc_nivel_confianza-677;C;5,2,5;4
calc_nivel_confianza-678;C;5,2,5;4
calc_nivel_confianza-679;C;5,2,5;4
calc_nivel_confianza-680;C;5,2,5;4
calc_nivel_confianza-681;C;5,2,5;4
calc_nivel_confianza-682;C;5,2,5;4
calc_nivel_confianza-683;C;5,2,5;4
